City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
239,Mount Isa,AU,2021-11-01 00:59:40,-20.7333,139.5,87.57,37,9,13.8,clear sky,0,0
240,Pittsfield,US,2021-11-01 00:59:40,42.4501,-73.2454,54.41,81,90,5.99,overcast clouds,0,0
241,Grindavik,IS,2021-11-01 00:59:41,63.8424,-22.4338,37.35,86,75,21.85,broken clouds,0,0
242,Saldanha,ZA,2021-11-01 00:57:37,-33.0117,17.9442,62.65,76,100,11.32,light rain,0,0
243,Tambopata,PE,2021-11-01 00:59:41,-12.7333,-69.1833,78.69,78,0,1.14,clear sky,0,0
244,Chauk,MM,2021-11-01 00:59:41,20.8833,94.8167,77.04,87,38,2.28,scattered clouds,0,0
245,Otjimbingwe,NA,2021-11-01 00:59:42,-22.35,16.1333,62.1,35,0,3.18,clear sky,0,0
246,Brae,GB,2021-11-01 00:59:42,60.3964,-1.353,49.91,88,100,17.52,overcast clouds,0,0
247,Chiredzi,ZW,2021-11-01 00:59:42,-21.05,31.6667,67.87,72,0,5.32,clear sky,0,0
248,Santa Barbara,US,2021-11-01 00:59:43,34.7333,-120.0343,59.56,63,1,5.75,clear sky,0,0
249,Camana,PE,2021-11-01 00:59:43,-16.6228,-72.7111,65.46,83,0,5.86,clear sky,0,0
250,Isangel,VU,2021-11-01 00:59:43,-19.55,169.2667,77.99,71,98,11.61,overcast clouds,0,0
251,Verkhnevilyuysk,RU,2021-11-01 00:59:44,63.4453,120.3167,15.1,83,100,6.62,overcast clouds,0,0
252,Miracema Do Tocantins,BR,2021-11-01 00:59:44,-9.5618,-48.3967,75.16,90,100,2.35,heavy intensity rain,0,0
253,Ardakan,IR,2021-11-01 00:59:44,32.31,54.0175,61.18,39,0,4.74,clear sky,0,0
254,Padang,ID,2021-11-01 00:59:18,-0.9492,100.3543,77.05,89,100,2.66,overcast clouds,0,0
255,Yerbogachen,RU,2021-11-01 00:59:45,61.2767,108.0108,18.77,85,100,3.87,overcast clouds,0,0
256,Carlsbad,US,2021-11-01 00:57:52,33.1581,-117.3506,70.09,81,100,1.99,overcast clouds,0,0
257,Progreso,MX,2021-11-01 00:59:45,21.2833,-89.6667,73.9,62,6,10.29,clear sky,0,0
258,Sabha,LY,2021-11-01 00:59:46,27.0377,14.4283,66.13,27,0,1.45,clear sky,0,0
259,Mumford,GH,2021-11-01 00:59:46,5.2618,-0.759,78.93,85,100,14.34,overcast clouds,0,0
260,Aklavik,CA,2021-11-01 00:58:35,68.2191,-135.0107,34.52,87,100,9.8,overcast clouds,0,0
261,Sturgis,US,2021-11-01 00:59:46,41.7992,-85.4192,47.97,2,71,8.84,broken clouds,0,0
262,Felipe Carrillo Puerto,MX,2021-11-01 00:59:47,19.5833,-88.05,68.43,80,8,3.11,clear sky,0,0
263,Narrabri,AU,2021-11-01 00:59:47,-30.3167,149.7833,71.69,46,98,3.44,overcast clouds,0,0
264,Talcahuano,CL,2021-11-01 00:55:15,-36.7167,-73.1167,55.08,82,75,9.22,broken clouds,0,0
265,Hailun,CN,2021-11-01 00:59:48,47.45,126.9333,35.46,24,0,4.14,clear sky,0,0
266,Laguna,US,2021-11-01 00:59:48,38.421,-121.4238,66.24,63,1,1.01,clear sky,0,0
267,Goundam,ML,2021-11-01 00:59:48,16.4145,-3.6708,87.84,14,3,7.7,clear sky,0,0
268,Zyryanka,RU,2021-11-01 00:59:49,65.75,150.85,0.39,88,16,10.78,few clouds,0,0
269,Linares,CL,2021-11-01 00:59:49,-35.85,-71.6,56.59,66,34,2.28,scattered clouds,0,0
270,Alta Gracia,AR,2021-11-01 00:58:19,-31.6529,-64.4283,59.72,81,17,7.25,few clouds,0,0
271,Elizabeth City,US,2021-11-01 00:59:50,36.2946,-76.2511,64.02,83,60,1.99,broken clouds,0,0
272,Petropavlovsk-Kamchatskiy,RU,2021-11-01 00:59:50,53.0452,158.6483,32.59,47,40,6.71,scattered clouds,0,0
273,Marrakesh,MA,2021-11-01 00:59:50,31.6315,-8.0083,62.67,67,18,5.75,few clouds,0,0
274,Saint-Francois,FR,2021-11-01 00:59:51,46.4154,3.9054,52.48,92,90,4.61,overcast clouds,0,0
275,Colares,PT,2021-11-01 00:59:51,38.7992,-9.4469,70.43,83,93,5.99,overcast clouds,0,0
276,Saint George,US,2021-11-01 00:59:51,37.1041,-113.5841,72.95,33,76,1.01,broken clouds,0,0
277,Talnakh,RU,2021-11-01 00:59:52,69.4865,88.3972,-13.2,98,81,4.65,broken clouds,0,0
278,Rusape,ZW,2021-11-01 00:59:52,-18.5278,32.1284,61.61,69,2,1.63,clear sky,0,0
279,Oranjemund,NA,2021-11-01 00:55:14,-28.55,16.4333,61.54,73,100,8.93,overcast clouds,0,0
280,Quimperle,FR,2021-11-01 00:59:52,47.8667,-3.55,56.95,73,75,21.85,broken clouds,0,0
281,Serebryanyy Bor,RU,2021-11-01 00:59:53,56.8,124.8,19.85,78,100,3.67,overcast clouds,0,0
282,Vilhena,BR,2021-11-01 00:59:53,-12.7406,-60.1458,68.58,95,100,1.86,overcast clouds,0,0
283,Selfoss,IS,2021-11-01 00:57:15,63.9331,-20.9971,37.29,79,14,11.88,few clouds,0,0
284,Neustrelitz,DE,2021-11-01 00:59:53,53.3667,13.0833,50.92,74,100,12.97,overcast clouds,0,0
285,Kaspiysk,RU,2021-11-01 00:59:54,42.8816,47.6392,53.78,93,90,4.0,mist,0,0
286,Kirakira,SB,2021-11-01 00:59:54,-10.4544,161.9205,86.97,62,100,13.8,overcast clouds,0,0
287,Gurupi,BR,2021-11-01 00:59:54,-11.7292,-49.0686,73.24,89,100,5.35,moderate rain,0,0
288,Sorong,ID,2021-11-01 00:59:55,-0.8833,131.25,83.46,73,63,5.73,heavy intensity rain,0,0
289,Tandil,AR,2021-11-01 00:59:55,-37.3217,-59.1332,53.31,78,100,5.99,overcast clouds,0,0
290,Tala,EG,2021-11-01 00:59:55,30.6803,30.9429,70.61,74,100,6.38,overcast clouds,0,0
291,Wajima,JP,2021-11-01 00:59:56,37.4,136.9,63.28,82,75,4.61,broken clouds,0,0
292,Norman Wells,CA,2021-11-01 00:56:26,65.282,-126.8329,23.04,93,75,0.0,broken clouds,0,0
293,Teseney,ER,2021-11-01 00:59:56,15.11,36.6575,82.58,35,7,11.61,clear sky,0,0
294,Srivardhan,IN,2021-11-01 00:59:56,18.0333,73.0167,77.07,73,36,5.17,scattered clouds,0,0
295,Bajil,YE,2021-11-01 00:59:57,15.0584,43.2851,80.1,72,6,3.15,clear sky,0,0
296,Hami,CN,2021-11-01 00:59:08,42.8,93.45,48.6,49,100,2.08,overcast clouds,0,0
297,Okhotsk,RU,2021-11-01 00:59:57,59.3833,143.3,10.81,65,15,14.88,few clouds,0,0
298,Urcos,PE,2021-11-01 00:59:57,-13.6861,-71.6228,49.89,74,63,3.06,heavy intensity rain,0,0
299,Kerman,IR,2021-11-01 00:58:08,30.2832,57.0788,55.54,44,0,2.91,clear sky,0,0
300,Inhambane,MZ,2021-11-01 00:57:12,-23.865,35.3833,68.41,85,0,0.54,clear sky,0,0
301,Vestmannaeyjar,IS,2021-11-01 00:59:58,63.4427,-20.2734,38.08,69,17,25.5,few clouds,0,0
302,Ulladulla,AU,2021-11-01 00:59:58,-35.35,150.4667,76.77,47,85,10.11,overcast clouds,0,0
303,Meulaboh,ID,2021-11-01 00:59:59,4.1363,96.1285,77.38,84,100,3.31,overcast clouds,0,0
304,Yagodnoye,RU,2021-11-01 00:59:59,62.55,149.6667,-8.57,91,20,3.31,few clouds,0,0
305,Bay-Khaak,RU,2021-11-01 00:59:59,51.1667,94.5,32.7,77,100,0.16,overcast clouds,0,0
306,Caohe,CN,2021-11-01 01:00:00,30.2297,115.4335,66.96,48,92,1.5,overcast clouds,0,0
307,Poya,NC,2021-11-01 00:59:23,-21.35,165.15,79.97,55,15,10.33,few clouds,0,0
308,Macas,EC,2021-11-01 00:59:16,-2.3167,-78.1167,67.59,97,96,2.33,light rain,0,0
309,Bathsheba,BB,2021-11-01 01:00:00,13.2167,-59.5167,77.61,83,75,16.11,broken clouds,0,0
310,Aleksandrovsk-Sakhalinskiy,RU,2021-11-01 01:00:01,50.8975,142.1561,31.84,54,25,0.72,scattered clouds,0,0
311,Khandyga,RU,2021-11-01 01:00:02,62.6667,135.6,7.95,84,100,4.14,overcast clouds,0,0
312,Komsomolskiy,UZ,2021-11-01 01:00:03,40.4272,71.7189,42.22,75,8,0.0,clear sky,0,0
313,De-Kastri,RU,2021-11-01 01:00:03,51.4667,140.7833,32.63,43,0,2.01,clear sky,0,0
314,Brookhaven,US,2021-11-01 01:00:04,31.5791,-90.4407,56.8,80,0,3.62,clear sky,0,0
315,Kupang,ID,2021-11-01 01:00:05,-10.1667,123.5833,88.38,62,20,4.61,few clouds,0,0
316,Ahipara,NZ,2021-11-01 00:56:09,-35.1667,173.1667,60.94,64,98,14.43,overcast clouds,0,0
317,Grand Gaube,MU,2021-11-01 01:00:06,-20.0064,57.6608,70.38,81,0,5.01,clear sky,0,0
318,Karratha,AU,2021-11-01 01:00:07,-20.7377,116.8463,77.56,53,6,9.69,clear sky,0,0
319,Luzhou,CN,2021-11-01 01:00:07,28.8724,105.4405,58.42,95,100,3.27,light rain,0,0
320,Hirara,JP,2021-11-01 01:00:08,24.8,125.2833,76.95,70,6,15.75,clear sky,0,0
321,Mujiayingzi,CN,2021-11-01 01:00:09,42.1167,118.7833,39.27,71,9,3.02,clear sky,0,0
322,Alofi,NU,2021-11-01 00:56:42,-19.0595,-169.9187,80.49,69,28,14.97,scattered clouds,0,0
323,Honiara,SB,2021-11-01 01:00:10,-9.4333,159.95,85.59,69,94,4.45,light rain,0,0
324,Seoul,KR,2021-11-01 01:00:11,37.5683,126.9778,57.61,93,75,2.3,mist,0,0
325,Bandarbeyla,SO,2021-11-01 01:00:12,9.4942,50.8122,77.7,77,88,10.67,overcast clouds,0,0
326,Marienburg,PL,2021-11-01 01:00:12,54.0359,19.0266,50.95,78,49,11.07,scattered clouds,0,0
327,La Roda,ES,2021-11-01 01:00:13,39.2167,-2.15,65.93,82,100,27.6,overcast clouds,0,0
328,Uniao,BR,2021-11-01 01:00:14,-4.5858,-42.8642,74.71,89,96,3.71,overcast clouds,0,0
329,Lethem,GY,2021-11-01 01:00:15,3.3803,-59.7968,79.68,76,86,7.29,light rain,0,0
330,Arica,CL,2021-11-01 00:58:15,-18.475,-70.3042,62.83,77,0,5.75,clear sky,0,0
331,Cuamba,MZ,2021-11-01 01:00:15,-14.8031,36.5372,76.01,48,0,4.5,clear sky,0,0
332,Quthing,LS,2021-11-01 01:00:16,-30.4,27.7003,58.95,40,6,3.0,clear sky,0,0
333,Ampanihy,MG,2021-11-01 01:00:17,-24.7,44.75,69.35,82,5,6.02,clear sky,0,0
334,Voyvozh,RU,2021-11-01 01:00:18,62.892,54.9635,18.0,97,100,5.03,overcast clouds,0,0
335,Adre,TD,2021-11-01 01:00:18,13.4667,22.2,79.05,22,60,13.09,broken clouds,0,0
336,Evensk,RU,2021-11-01 01:00:19,61.95,159.2333,3.2,75,26,8.75,scattered clouds,0,0
337,Sept-Iles,CA,2021-11-01 01:00:19,50.2001,-66.3821,48.72,96,90,11.01,overcast clouds,0,0
338,Lata,PT,2021-11-01 01:00:20,40.1629,-8.3327,63.05,97,100,3.76,overcast clouds,0,0
339,Araouane,ML,2021-11-01 00:57:43,18.9048,-3.5265,82.51,20,100,11.3,overcast clouds,0,0
340,Kpandu,GH,2021-11-01 01:00:20,6.9954,0.2931,75.83,88,9,7.92,clear sky,0,0
341,Anito,PH,2021-11-01 01:00:20,12.4497,125.2886,81.3,83,97,12.06,overcast clouds,0,0
342,Balsas,BR,2021-11-01 01:00:21,-7.5325,-46.0356,79.56,56,34,2.33,scattered clouds,0,0
343,Umm Kaddadah,SD,2021-11-01 01:00:21,13.6017,26.6876,82.92,19,32,15.88,scattered clouds,0,0
344,Pangai,TO,2021-11-01 01:00:22,-19.8,-174.35,77.0,73,1,14.97,clear sky,0,0
345,Krasnoselkup,RU,2021-11-01 01:00:22,65.7,82.4667,4.75,94,100,12.64,overcast clouds,0,0
346,Dabra,IN,2021-11-01 01:00:22,25.9,78.3333,66.45,50,0,3.31,clear sky,0,0
347,Gorontalo,ID,2021-11-01 01:00:23,0.5412,123.0595,86.22,66,46,2.42,scattered clouds,0,0
348,Sao Geraldo Do Araguaia,BR,2021-11-01 01:00:23,-6.4006,-48.555,76.26,83,85,2.86,overcast clouds,0,0
349,Vidim,RU,2021-11-01 01:00:24,56.4088,103.1106,29.32,86,100,3.56,overcast clouds,0,0
350,Sobolevo,RU,2021-11-01 01:00:24,54.4299,31.8996,37.2,83,0,7.4,clear sky,0,0
351,Gobabis,NA,2021-11-01 01:00:24,-22.45,18.9667,64.44,14,0,11.34,clear sky,0,0
352,Jiazi,CN,2021-11-01 01:00:25,22.8779,116.067,74.41,69,33,16.4,scattered clouds,0,0
353,Gidam,IN,2021-11-01 01:00:25,18.9833,81.4,67.23,88,53,2.17,broken clouds,0,0
354,Pullman,US,2021-11-01 01:00:25,46.7313,-117.1796,42.71,83,7,1.99,clear sky,0,0
355,Bayan,CN,2021-11-01 01:00:26,46.0833,127.4,38.35,64,22,1.23,few clouds,0,0
356,Yinchuan,CN,2021-11-01 01:00:10,38.4681,106.2731,45.05,41,100,5.46,overcast clouds,0,0
357,Vardo,NO,2021-11-01 01:00:26,70.3705,31.1107,37.9,75,94,23.31,overcast clouds,0,0
358,Ouallam,NE,2021-11-01 01:00:27,14.3188,2.0866,85.15,15,100,6.71,overcast clouds,0,0
359,Santa Cruz,BO,2021-11-01 00:57:37,-17.8,-63.1667,83.66,70,75,5.75,broken clouds,0,0
360,Dunedin,NZ,2021-11-01 00:57:59,-45.8742,170.5036,62.8,51,16,8.99,few clouds,0,0
361,Chapais,CA,2021-11-01 01:00:27,49.7834,-74.8492,40.78,99,100,1.77,overcast clouds,0,0
362,Garden City,US,2021-11-01 01:00:27,42.3256,-83.331,49.21,79,75,1.99,broken clouds,0,0
363,Vomp,AT,2021-11-01 01:00:28,47.3333,11.6833,47.14,91,49,8.03,scattered clouds,0,0
364,Kodinar,IN,2021-11-01 01:00:28,20.7903,70.7031,72.5,40,10,7.16,clear sky,0,0
365,Luancheng,CN,2021-11-01 01:00:29,37.8792,114.6517,51.75,80,0,2.24,clear sky,0,0
366,Ngunguru,NZ,2021-11-01 01:00:29,-35.6167,174.5,61.5,62,98,10.09,overcast clouds,0,0
367,Caucaia,BR,2021-11-01 01:00:29,-3.7361,-38.6531,81.03,77,47,10.29,scattered clouds,0,0
368,Zapolyarnyy,RU,2021-11-01 01:00:30,69.4154,30.8136,24.08,96,94,4.27,overcast clouds,0,0
369,Catanduva,BR,2021-11-01 01:00:30,-21.1378,-48.9728,66.2,94,74,6.82,broken clouds,0,0
370,Tete,MZ,2021-11-01 01:00:31,-16.1564,33.5867,77.92,65,6,8.79,clear sky,0,0
371,Ivaipora,BR,2021-11-01 01:00:31,-24.2478,-51.6847,61.86,96,8,6.2,clear sky,0,0
372,Shihezi,CN,2021-11-01 01:00:31,44.3,86.0333,42.66,70,100,3.0,overcast clouds,0,0
373,Severo-Kurilsk,RU,2021-11-01 01:00:32,50.6789,156.125,36.05,58,80,25.23,light rain,0,0
374,Preobrazheniye,RU,2021-11-01 00:59:10,42.9019,133.9064,49.37,74,100,11.74,light rain,0,0
375,Broome,US,2021-11-01 01:00:32,42.2506,-75.833,54.01,77,76,8.99,broken clouds,0,0
376,Iqaluit,CA,2021-11-01 01:00:33,63.7506,-68.5145,29.7,86,87,8.99,overcast clouds,0,0
377,Mkushi,ZM,2021-11-01 01:00:33,-13.6202,29.3939,70.99,43,100,4.32,overcast clouds,0,0
378,Kyshtovka,RU,2021-11-01 01:00:33,56.555,76.6271,21.85,86,100,6.31,overcast clouds,0,0
379,Sorland,NO,2021-11-01 01:00:34,67.667,12.6934,48.27,89,81,22.21,broken clouds,0,0
380,Le Vauclin,MQ,2021-11-01 01:00:34,14.5452,-60.8388,77.05,83,20,1.14,few clouds,0,0
381,Caravelas,BR,2021-11-01 01:00:34,-17.7125,-39.2481,75.18,82,36,7.61,scattered clouds,0,0
382,Vozrozhdeniye,RU,2021-11-01 01:00:35,44.5503,38.2136,55.11,60,100,3.83,overcast clouds,0,0
383,Imperatriz,BR,2021-11-01 01:00:35,-5.5264,-47.4917,79.5,66,94,1.77,overcast clouds,0,0
384,Maningrida,AU,2021-11-01 01:00:36,-12.0667,134.2667,92.07,47,40,7.78,scattered clouds,0,0
385,Casino,AU,2021-11-01 00:56:00,-28.8667,153.05,75.15,53,100,9.22,overcast clouds,0,0
386,Antigonish,CA,2021-11-01 00:57:52,45.6169,-61.9986,57.13,95,100,20.83,overcast clouds,0,0
387,Kimbe,PG,2021-11-01 01:00:37,-5.5502,150.1429,85.64,69,100,1.03,light rain,0,0
388,Santa Maria Del Oro,MX,2021-11-01 01:00:37,25.9333,-105.3667,65.34,36,24,3.94,few clouds,0,0
389,Sagua La Grande,CU,2021-11-01 01:00:38,22.8067,-80.0756,73.0,69,6,5.21,clear sky,0,0
390,Joshimath,IN,2021-11-01 01:00:38,30.5667,79.5667,48.29,38,0,4.38,clear sky,0,0
391,Irbeyskoye,RU,2021-11-01 01:00:38,55.6428,95.4522,35.73,73,91,14.29,overcast clouds,0,0
392,Coquimbo,CL,2021-11-01 01:00:39,-29.9533,-71.3436,58.66,81,100,1.59,overcast clouds,0,0
393,Santa Fe,AR,2021-11-01 00:59:14,-31.6333,-60.7,80.98,58,7,4.0,moderate rain,0,0
394,Belyy Yar,RU,2021-11-01 01:00:39,53.6039,91.3903,35.85,59,0,13.42,clear sky,0,0
395,Santiago De Cuba,CU,2021-11-01 01:00:40,20.0247,-75.8219,74.73,91,34,2.64,scattered clouds,0,0
396,Obihiro,JP,2021-11-01 01:00:40,42.9172,143.2044,52.93,66,14,5.84,few clouds,0,0
397,Narbonne,FR,2021-11-01 01:00:40,43.0833,2.8333,62.56,83,100,2.53,overcast clouds,0,0
398,West Wendover,US,2021-11-01 01:00:41,40.7391,-114.0733,55.36,60,34,2.71,scattered clouds,0,0
399,Fuxin,CN,2021-11-01 01:00:41,42.0156,121.6589,39.18,21,0,5.61,clear sky,0,0
400,Tiznit,MA,2021-11-01 01:00:41,29.5833,-9.5,63.3,40,0,1.32,clear sky,0,0
401,Nyrob,RU,2021-11-01 01:00:42,60.733,56.7202,35.83,98,100,6.46,overcast clouds,0,0
402,Salme,NP,2021-11-01 01:00:42,28.0369,85.0942,49.24,80,45,3.76,scattered clouds,0,0
403,Faanui,PF,2021-11-01 00:57:42,-16.4833,-151.75,78.76,74,95,17.05,overcast clouds,0,0
404,Nome,US,2021-11-01 01:00:43,64.5011,-165.4064,16.77,91,46,6.64,scattered clouds,0,0
405,Yarada,IN,2021-11-01 01:00:43,17.65,83.2667,77.32,94,75,2.3,mist,0,0
406,Gilbues,BR,2021-11-01 01:00:44,-9.8317,-45.3439,80.42,49,100,0.74,overcast clouds,0,0
407,Sayyan,YE,2021-11-01 01:00:44,15.1718,44.3244,50.16,63,1,5.28,clear sky,0,0
408,Lagoa,PT,2021-11-01 00:59:55,39.05,-27.9833,68.16,92,100,9.4,overcast clouds,0,0
409,Murray Bridge,AU,2021-11-01 01:00:44,-35.1167,139.2667,80.85,17,0,11.03,clear sky,0,0
410,Tombouctou,ML,2021-11-01 01:00:45,20.0,-3.0,78.67,22,3,12.48,clear sky,0,0
411,Bridlington,GB,2021-11-01 01:00:45,54.0831,-0.1919,50.9,78,100,34.27,overcast clouds,0,0
412,Guerrero Negro,MX,2021-11-01 01:00:45,27.9769,-114.0611,65.16,81,1,11.83,clear sky,0,0
413,Santa Maria,BR,2021-11-01 01:00:46,-29.6842,-53.8069,69.28,86,82,5.17,broken clouds,0,0
414,Gasa,PS,2021-11-01 01:00:25,31.5,34.4667,80.58,47,100,11.45,overcast clouds,0,0
415,Gemena,CD,2021-11-01 01:00:46,3.25,19.7667,69.21,96,100,1.3,overcast clouds,0,0
416,Husavik,IS,2021-11-01 01:00:44,66.0449,-17.3389,34.16,99,100,19.95,moderate rain,0,0
417,Gamba,GA,2021-11-01 01:00:47,-2.65,10.0,76.01,89,100,7.58,light rain,0,0
418,Leningradskiy,RU,2021-11-01 00:58:19,69.3833,178.4167,-1.91,87,99,12.68,overcast clouds,0,0
419,Quelimane,MZ,2021-11-01 01:00:47,-17.8786,36.8883,75.25,91,18,5.95,few clouds,0,0
420,Majene,ID,2021-11-01 01:00:48,-3.5403,118.9707,83.71,71,88,5.32,overcast clouds,0,0
421,Port Blair,IN,2021-11-01 00:59:26,11.6667,92.75,81.73,78,54,4.29,broken clouds,0,0
422,Sao Jose Da Coroa Grande,BR,2021-11-01 01:00:48,-8.8978,-35.1478,77.02,83,29,8.41,scattered clouds,0,0
423,Tjome,NO,2021-11-01 01:00:48,59.1109,10.3933,50.41,98,90,11.5,moderate rain,0,0
424,Kalakamati,BW,2021-11-01 01:00:49,-20.5929,27.3121,67.42,65,1,10.29,clear sky,0,0
425,Atasu,KZ,2021-11-01 01:00:49,48.6814,71.6433,38.43,79,100,12.62,overcast clouds,0,0
426,Sioux Lookout,CA,2021-11-01 01:00:50,50.1001,-91.917,32.38,89,99,7.52,overcast clouds,0,0
427,Biltine,TD,2021-11-01 01:00:50,14.5333,20.9167,82.6,21,18,10.25,few clouds,0,0
428,Dorogino,RU,2021-11-01 01:00:50,54.3598,83.3198,20.93,90,100,11.3,overcast clouds,0,0
429,Pangnirtung,CA,2021-11-01 00:59:50,66.1451,-65.7125,27.19,97,100,4.18,snow,0,0
430,Codrington,AU,2021-11-01 01:00:51,-38.2667,141.9667,63.59,61,1,3.56,clear sky,0,0
431,Namatanai,PG,2021-11-01 01:00:52,-3.6667,152.4333,85.19,68,80,9.71,light rain,0,0
432,Iwanai,JP,2021-11-01 01:00:52,42.9744,140.5089,51.4,79,100,6.11,overcast clouds,0,0
433,Vanavara,RU,2021-11-01 01:00:53,60.34,102.2797,23.27,94,100,5.12,light snow,0,0
434,San Ignacio,BZ,2021-11-01 01:00:53,17.1561,-89.0714,72.09,86,13,4.32,few clouds,0,0
435,Weligama,LK,2021-11-01 01:00:53,5.9667,80.4167,77.45,89,100,6.85,overcast clouds,0,0
436,Bukachacha,RU,2021-11-01 01:00:54,52.9833,116.9167,26.55,50,24,2.26,few clouds,0,0
437,Sola,VU,2021-11-01 01:00:54,-13.8833,167.55,80.87,74,16,14.25,few clouds,0,0
438,Tateyama,JP,2021-11-01 01:00:54,34.9833,139.8667,68.09,85,98,11.14,overcast clouds,0,0
439,Cavalcante,BR,2021-11-01 01:00:55,-13.7975,-47.4583,71.19,83,100,3.24,overcast clouds,0,0
440,Manokwari,ID,2021-11-01 01:00:55,-0.8667,134.0833,80.55,78,100,4.45,light rain,0,0
441,Atbasar,KZ,2021-11-01 01:00:56,51.8,68.3333,42.64,83,100,16.35,overcast clouds,0,0
442,Qasigiannguit,GL,2021-11-01 01:00:56,68.8193,-51.1922,32.25,93,100,8.72,overcast clouds,0,0
443,Viedma,AR,2021-11-01 01:00:28,-40.8135,-62.9967,50.43,74,100,7.74,light rain,0,0
444,Yonago,JP,2021-11-01 01:00:56,35.4333,133.3333,65.73,68,97,5.48,overcast clouds,0,0
445,Hobyo,SO,2021-11-01 01:00:57,5.3505,48.5268,79.95,70,7,13.13,clear sky,0,0
446,Kamenka,RU,2021-11-01 01:00:47,51.3223,42.7678,39.7,66,0,6.13,clear sky,0,0
447,Sungurlu,TR,2021-11-01 01:00:57,40.1675,34.3739,51.71,70,100,3.42,overcast clouds,0,0
448,Roma,US,2021-11-01 01:00:58,43.2128,-75.4557,54.39,91,90,0.0,overcast clouds,0,0
449,Yebaishou,CN,2021-11-01 01:00:58,41.3975,119.6408,41.74,60,8,3.76,clear sky,0,0
450,Okakarara,NA,2021-11-01 01:00:58,-20.5833,17.4333,65.08,18,0,10.56,clear sky,0,0
451,Margate,GB,2021-11-01 00:59:36,51.3813,1.3862,51.91,76,100,1.99,overcast clouds,0,0
452,Nalut,LY,2021-11-01 01:00:59,30.3333,10.85,67.46,30,0,7.29,clear sky,0,0
453,North Bend,US,2021-11-01 01:00:59,43.4065,-124.2243,57.94,100,28,1.43,scattered clouds,0,0
454,Berdigestyakh,RU,2021-11-01 01:01:00,62.0989,126.6992,16.36,92,100,4.25,overcast clouds,0,0
455,Deputatskiy,RU,2021-11-01 01:01:00,69.3,139.9,-3.26,84,100,1.66,overcast clouds,0,0
456,Zhangye,CN,2021-11-01 01:01:01,38.9342,100.4517,44.51,36,96,1.03,overcast clouds,0,0
457,Olinda,BR,2021-11-01 00:59:22,-8.0089,-34.8553,80.33,74,40,6.91,scattered clouds,0,0
458,Tarsus,TR,2021-11-01 01:01:02,36.9188,34.8784,66.07,53,98,8.03,overcast clouds,0,0
459,Portree,GB,2021-11-01 01:01:02,57.4129,-6.1942,47.52,93,100,19.17,moderate rain,0,0
460,Erenhot,CN,2021-11-01 01:01:03,43.6475,111.9767,34.5,52,0,6.62,clear sky,0,0
461,Jardim,BR,2021-11-01 01:01:04,-21.4803,-56.1381,74.75,74,20,6.11,few clouds,0,0
462,Alice Springs,AU,2021-11-01 01:01:04,-23.7,133.8833,72.95,53,75,0.0,broken clouds,0,0
463,Iskateley,RU,2021-11-01 01:01:04,67.6803,53.1512,8.67,90,5,6.2,clear sky,0,0
464,Goderich,CA,2021-11-01 00:56:43,43.7501,-81.7165,50.92,81,100,16.11,overcast clouds,0,0
465,Central Point,US,2021-11-01 00:56:57,42.376,-122.9164,60.21,75,88,1.45,overcast clouds,0,0
466,Cervo,ES,2021-11-01 00:59:45,43.6702,-7.4101,53.96,75,57,16.67,broken clouds,0,0
467,Poum,NC,2021-11-01 01:01:05,-20.2333,164.0167,75.69,70,0,18.39,clear sky,0,0
468,Brighton,GB,2021-11-01 00:57:15,50.8284,-0.1395,53.82,78,100,14.0,overcast clouds,0,0
469,Turayf,SA,2021-11-01 01:01:06,31.6725,38.6637,67.66,45,67,17.05,broken clouds,0,0
470,Beaufort,MY,2021-11-01 01:00:43,5.3473,115.7455,82.81,73,100,2.68,overcast clouds,0,0
471,Buctzotz,MX,2021-11-01 01:01:06,21.2,-88.7833,68.54,70,24,5.03,few clouds,0,0
472,Nueva Gerona,CU,2021-11-01 01:01:06,21.8833,-82.8,79.09,59,84,5.86,broken clouds,0,0
473,Nuuk,GL,2021-11-01 01:01:07,64.1835,-51.7216,36.21,87,90,23.02,light snow,0,0
474,Orje,NO,2021-11-01 01:01:07,59.4802,11.6602,47.35,93,100,11.52,overcast clouds,0,0
475,Chengde,CN,2021-11-01 01:01:08,40.9725,117.9361,43.97,61,0,1.21,clear sky,0,0
476,Salalah,OM,2021-11-01 01:00:59,17.0151,54.0924,76.62,39,4,2.28,clear sky,0,0
477,Pierre,US,2021-11-01 01:01:09,44.3683,-100.351,41.05,57,0,3.0,clear sky,0,0
478,Barroquinha,BR,2021-11-01 01:01:09,-3.0189,-41.1361,78.73,78,68,6.38,broken clouds,0,0
479,Gawler,AU,2021-11-01 01:01:09,-34.6,138.7333,80.64,26,0,3.56,clear sky,0,0
480,Amboasary,MG,2021-11-01 01:01:09,-25.0333,46.3833,72.16,88,96,3.74,overcast clouds,0,0
481,Dakar,SN,2021-11-01 01:01:10,14.6937,-17.4441,81.48,76,99,15.01,overcast clouds,0,0
482,Beberibe,BR,2021-11-01 01:01:10,-4.1797,-38.1306,79.65,79,44,12.88,scattered clouds,0,0
483,Porto Walter,BR,2021-11-01 01:01:11,-8.2686,-72.7439,77.9,74,13,1.32,few clouds,0,0
