City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
122,Orthez,43.4884,-0.7724,56.77,89,100,6.24,FR,2021-10-30 23:58:14
123,Avarua,-21.2078,-159.775,77.05,57,94,13.8,CK,2021-10-30 23:58:14
124,Manta,-0.95,-80.7333,74.98,83,75,10.36,EC,2021-10-30 23:58:14
125,Lumsden,50.6501,-104.8678,38.37,44,5,11.34,CA,2021-10-30 23:58:15
126,Henties Bay,-22.116,14.2845,56.86,92,0,3.85,NA,2021-10-30 23:53:30
127,Bonavista,48.6499,-53.1147,42.8,65,0,1.48,CA,2021-10-30 23:53:42
128,Qaanaaq,77.484,-69.3632,2.34,53,0,8.43,GL,2021-10-30 23:58:15
129,Bara,10.3744,10.7288,77.7,33,100,3.29,NG,2021-10-30 23:58:16
130,Ilulissat,69.2167,-51.1,32.76,94,100,13.58,GL,2021-10-30 23:58:16
131,Lodja,-3.4833,23.4333,69.17,92,70,0.25,CD,2021-10-30 23:55:17
132,Port Elizabeth,-33.918,25.5701,62.89,94,90,3.44,ZA,2021-10-30 23:58:17
133,Komsomolskiy,40.4272,71.7189,44.02,47,100,2.01,UZ,2021-10-30 23:58:17
134,Sergeyevka,53.88,67.4158,37.36,89,100,15.19,KZ,2021-10-30 23:58:17
135,Bredasdorp,-34.5322,20.0403,60.28,94,48,2.3,ZA,2021-10-30 23:58:18
136,Saint George,37.1041,-113.5841,81.07,32,1,3.0,US,2021-10-30 23:53:56
137,Hithadhoo,-0.6,73.0833,82.78,76,100,20.38,MV,2021-10-30 23:58:18
138,Nanortalik,60.1432,-45.2371,34.92,71,73,2.35,GL,2021-10-30 23:58:18
139,Mundo Nuevo,18.7,-95.5,76.68,66,13,7.16,MX,2021-10-30 23:58:19
140,Mecca,21.4267,39.8261,79.11,62,0,1.5,SA,2021-10-30 23:58:19
141,Longyearbyen,78.2186,15.6401,21.04,79,20,3.44,SJ,2021-10-30 23:58:19
142,Flinders,-34.5833,150.8552,69.06,59,1,4.0,AU,2021-10-30 23:58:20
143,Kodiak,57.79,-152.4072,47.71,81,90,36.82,US,2021-10-30 23:58:20
144,Kragero,58.8693,9.4149,56.16,90,100,16.28,NO,2021-10-30 23:58:20
145,Bardiyah,31.7561,25.0865,69.84,66,3,8.46,LY,2021-10-30 23:58:21
146,Vestmannaeyjar,63.4427,-20.2734,43.92,78,85,3.78,IS,2021-10-30 23:58:21
147,Shingu,33.7333,135.9833,65.39,78,91,6.08,JP,2021-10-30 23:58:21
148,Kargasok,59.0556,80.8572,23.31,94,100,5.64,RU,2021-10-30 23:58:22
149,Yantarnyy,54.8717,19.9381,46.26,67,32,19.91,RU,2021-10-30 23:58:22
150,Alta Floresta,-9.8756,-56.0861,76.57,74,62,5.44,BR,2021-10-30 23:58:22
151,Abu Samrah,35.3029,37.1841,64.27,53,44,6.17,SY,2021-10-30 23:58:23
152,Kurilsk,45.2333,147.8833,48.36,73,58,5.46,RU,2021-10-30 23:58:23
153,Lebu,-37.6167,-73.65,51.87,86,100,12.71,CL,2021-10-30 23:58:24
154,Necochea,-38.5473,-58.7368,55.04,80,100,15.05,AR,2021-10-30 23:58:24
155,Dzilam Gonzalez,21.2833,-88.9333,72.14,67,9,5.08,MX,2021-10-30 23:58:24
156,Abeche,13.8292,20.8324,80.49,18,42,7.47,TD,2021-10-30 23:58:25
157,Zhigansk,66.7697,123.3711,3.22,91,100,23.33,RU,2021-10-30 23:58:25
158,Isangel,-19.55,169.2667,84.31,74,75,5.75,VU,2021-10-30 23:58:25
159,Tateyama,34.9833,139.8667,62.02,82,75,6.91,JP,2021-10-30 23:58:26
160,Trairi,-3.2778,-39.2689,79.29,79,28,6.62,BR,2021-10-30 23:57:01
161,Lingyuan,41.24,119.4011,39.56,82,100,11.16,CN,2021-10-30 23:58:26
162,Bataipora,-22.2953,-53.2711,67.89,89,100,6.87,BR,2021-10-30 23:58:26
163,Kaili,-3.4626,120.2147,73.47,76,98,1.61,ID,2021-10-30 23:58:27
164,Digoin,46.4812,3.9795,60.12,95,90,5.75,FR,2021-10-30 23:58:27
165,Cabra,37.4725,-4.4421,68.4,88,100,16.49,ES,2021-10-30 23:58:27
166,Jurmala,56.968,23.7704,46.42,87,0,9.22,LV,2021-10-30 23:58:28
167,Yar-Sale,66.8333,70.8333,6.84,89,86,16.22,RU,2021-10-30 23:58:28
168,Clyde River,70.4692,-68.5914,30.56,97,100,14.67,CA,2021-10-30 23:58:28
169,Russell,32.3502,-85.1999,56.35,78,90,6.91,US,2021-10-30 23:58:29
170,Milkovo,54.7167,158.6167,33.93,74,89,8.48,RU,2021-10-30 23:58:29
171,San Jorge,-31.8962,-61.8598,84.15,35,1,8.5,AR,2021-10-30 23:58:29
172,Fayaoue,-20.65,166.5333,75.11,69,2,5.12,NC,2021-10-30 23:58:30
173,Kiruna,67.8557,20.2251,29.32,100,90,1.14,SE,2021-10-30 23:58:30
174,Jardim,-21.4803,-56.1381,70.99,87,89,5.35,BR,2021-10-30 23:57:42
175,Geraldton,-28.7667,114.6,61.21,67,0,5.75,AU,2021-10-30 23:58:02
176,Platanos,37.6667,21.6167,61.09,72,3,6.71,GR,2021-10-30 23:58:30
177,Sao Joao Da Barra,-21.6403,-41.0511,71.55,89,100,10.58,BR,2021-10-30 23:58:31
178,Miri,4.4148,114.0089,77.14,94,20,2.3,MY,2021-10-30 23:58:31
179,Homer,59.6425,-151.5483,46.78,91,100,25.61,US,2021-10-30 23:54:38
180,Coquimbo,-29.9533,-71.3436,58.73,82,0,9.22,CL,2021-10-30 23:58:32
181,Dakar,14.6937,-17.4441,78.93,89,0,0.0,SN,2021-10-30 23:54:12
182,Nkoteng,4.5167,12.0333,67.21,98,96,1.52,CM,2021-10-30 23:58:32
183,Sayyan,15.1718,44.3244,54.75,77,86,5.44,YE,2021-10-30 23:58:32
184,Adrar,20.5022,-10.0711,78.46,40,100,6.67,MR,2021-10-30 23:58:33
185,Butaritari,3.0707,172.7902,82.24,74,17,5.88,KI,2021-10-30 23:58:33
186,Nelson Bay,-32.7167,152.15,68.11,54,92,4.0,AU,2021-10-30 23:58:33
187,Hereford,52.0568,-2.7148,49.05,91,46,6.6,GB,2021-10-30 23:58:34
188,Bethel,41.3712,-73.414,57.67,93,96,5.41,US,2021-10-30 23:58:34
189,Lamar,33.6668,-95.5836,67.66,60,0,3.0,US,2021-10-30 23:58:34
190,Pozo Colorado,-23.4923,-58.7972,70.32,95,83,5.88,PY,2021-10-30 23:58:35
191,Nantucket,41.2835,-70.0995,62.71,94,90,19.57,US,2021-10-30 23:58:35
192,Banda Aceh,5.5577,95.3222,77.95,86,99,11.03,ID,2021-10-30 23:58:35
193,Uttaradit,17.6667,100.5,69.26,97,70,2.82,TH,2021-10-30 23:58:36
194,Cabinda,-5.55,12.2,77.45,85,92,8.55,AO,2021-10-30 23:58:36
195,Illapel,-31.6308,-71.1653,68.04,56,64,1.3,CL,2021-10-30 23:58:36
196,Namibe,-15.1961,12.1522,65.66,79,56,4.54,AO,2021-10-30 23:58:37
197,Suntar,62.1444,117.6319,27.77,89,100,7.78,RU,2021-10-30 23:58:37
198,Ascension,30.2169,-90.9001,64.06,74,1,0.0,US,2021-10-30 23:58:38
199,Nalut,30.3333,10.85,66.43,39,19,4.34,LY,2021-10-30 23:58:38
200,San Vicente,-26.6167,-54.1333,60.64,99,100,1.99,AR,2021-10-30 23:58:38
201,Vikhorevka,56.1201,101.1636,35.19,97,100,3.18,RU,2021-10-30 23:58:39
202,Mar Del Plata,-38.0023,-57.5575,59.09,86,90,8.01,AR,2021-10-30 23:54:04
203,Solwezi,-12.1688,26.3894,68.04,44,65,3.24,ZM,2021-10-30 23:58:39
204,Catuday,16.2923,119.8062,79.79,72,7,10.96,PH,2021-10-30 23:58:39
205,Cayenne,4.9333,-52.3333,83.08,79,90,3.0,GF,2021-10-30 23:58:40
206,Praia Da Vitoria,38.7333,-27.0667,70.05,88,40,10.4,PT,2021-10-30 23:58:40
207,Bilibino,68.0546,166.4372,-6.29,97,100,1.99,RU,2021-10-30 23:58:40
208,Tromso,69.6496,18.957,37.38,86,0,2.3,NO,2021-10-30 23:58:41
209,Deputatskiy,69.3,139.9,-7.13,98,98,4.85,RU,2021-10-30 23:58:41
210,Faanui,-16.4833,-151.75,78.26,69,14,15.66,PF,2021-10-30 23:58:41
211,Vila Velha,-20.3297,-40.2925,71.55,94,75,4.61,BR,2021-10-30 23:56:41
212,Guanambi,-14.2233,-42.7814,80.2,47,73,17.76,BR,2021-10-30 23:54:54
213,Talnakh,69.4865,88.3972,11.64,96,100,4.79,RU,2021-10-30 23:58:42
214,Oakdale,44.963,-92.9649,53.51,73,1,0.0,US,2021-10-30 23:55:00
215,Najran,17.4924,44.1277,70.45,55,25,3.65,SA,2021-10-30 23:58:42
216,Santa Cruz,-17.8,-63.1667,84.25,58,68,8.05,BO,2021-10-30 23:58:43
217,Dinguiraye,11.3,-10.7167,70.29,91,88,2.28,GN,2021-10-30 23:58:43
218,Severo-Kurilsk,50.6789,156.125,41.9,79,88,14.7,RU,2021-10-30 23:58:43
219,Fairbanks,64.8378,-147.7164,43.14,60,1,10.36,US,2021-10-30 23:55:02
220,Atuona,-9.8,-139.0333,78.21,67,4,11.61,PF,2021-10-30 23:58:44
221,Bandarbeyla,9.4942,50.8122,78.84,78,67,9.89,SO,2021-10-30 23:58:44
222,Erenhot,43.6475,111.9767,31.12,55,42,6.29,CN,2021-10-30 23:58:44
223,Huinan,42.6225,126.2614,46.44,81,92,4.21,CN,2021-10-30 23:58:45
224,Goderich,43.7501,-81.7165,50.32,81,100,4.61,CA,2021-10-30 23:58:45
225,Georgetown,5.4112,100.3354,78.89,88,20,1.01,MY,2021-10-30 23:58:45
226,Kaitangata,-46.2817,169.8464,50.31,88,99,18.41,NZ,2021-10-30 23:58:46
227,Coahuayana,18.7333,-103.6833,80.82,81,11,3.29,MX,2021-10-30 23:58:46
228,Shitkino,56.3703,98.3543,30.6,78,100,3.47,RU,2021-10-30 23:58:46
229,Madras,13.0878,80.2785,78.78,94,75,0.0,IN,2021-10-30 23:55:15
230,Portland,45.5234,-122.6762,61.59,38,2,4.0,US,2021-10-30 23:54:46
231,Laguna,38.421,-121.4238,70.3,76,20,1.01,US,2021-10-30 23:58:47
232,Kenai,60.5544,-151.2583,44.15,82,100,19.98,US,2021-10-30 23:58:47
233,Barmer,25.75,71.3833,73.29,23,11,5.28,IN,2021-10-30 23:58:48
234,Kajaani,64.2273,27.7285,44.65,87,90,9.22,FI,2021-10-30 23:58:48
235,Ugoofaaru,5.6667,73.0,81.19,76,23,10.09,MV,2021-10-30 23:58:48
236,Rio Grande,-32.035,-52.0986,70.95,86,38,18.92,BR,2021-10-30 23:58:49
237,Sept-Iles,50.2001,-66.3821,39.06,88,20,4.61,CA,2021-10-30 23:58:49
238,Kavaratti,10.5669,72.642,81.68,73,84,3.53,IN,2021-10-30 23:58:49
239,Flin Flon,54.7682,-101.865,37.24,65,75,11.5,CA,2021-10-30 23:58:50
240,Ubaitaba,-14.3125,-39.3233,74.61,98,58,1.12,BR,2021-10-30 23:58:50
241,Meiganga,6.5167,14.3,66.96,86,96,2.68,CM,2021-10-30 23:58:50
242,Puerto Ayora,-0.7393,-90.3518,70.7,84,96,8.23,EC,2021-10-30 23:58:51
243,Wasilla,61.5814,-149.4394,46.67,78,100,14.0,US,2021-10-30 23:58:28
244,Bealanana,-14.55,48.7333,63.1,96,92,1.5,MG,2021-10-30 23:58:51
245,Whitehaven,54.549,-3.5841,48.65,91,75,8.99,GB,2021-10-30 23:58:52
246,Tocopilla,-22.092,-70.1979,66.16,62,9,2.57,CL,2021-10-30 23:58:52
247,Katsuura,35.1333,140.3,60.19,75,100,4.32,JP,2021-10-30 23:58:53
248,Caucaia,-3.7361,-38.6531,81.03,78,75,8.05,BR,2021-10-30 23:58:53
249,Sabha,27.0377,14.4283,68.67,29,1,5.73,LY,2021-10-30 23:58:53
250,Poum,-20.2333,164.0167,76.23,70,11,6.71,NC,2021-10-30 23:58:54
251,Alice Springs,-23.7,133.8833,63.95,59,90,6.91,AU,2021-10-30 23:58:54
252,Carnarvon,-24.8667,113.6333,71.67,56,0,14.97,AU,2021-10-30 23:58:54
253,Quatre Cocos,-20.2078,57.7625,69.1,80,26,6.67,MU,2021-10-30 23:58:55
254,Leningradskiy,69.3833,178.4167,0.16,95,99,6.24,RU,2021-10-30 23:58:55
255,Bilma,18.6853,12.9164,79.23,28,40,16.84,NE,2021-10-30 23:58:56
256,Putina,-15.4667,-69.4333,48.7,67,68,10.38,PE,2021-10-30 23:58:56
257,Buin,-33.7333,-70.75,84.52,38,64,2.77,CL,2021-10-30 23:58:56
258,Crib Point,-38.35,145.2,62.42,62,17,7.14,AU,2021-10-30 23:58:57
259,Witu,-2.3889,40.4382,75.47,89,24,4.83,KE,2021-10-30 23:58:57
260,Hastings,50.8552,0.5729,57.52,78,95,16.51,GB,2021-10-30 23:58:57
261,Ambilobe,-13.2,49.05,73.89,85,75,2.08,MG,2021-10-30 23:58:58
262,Rincon,32.296,-81.2354,60.85,73,98,7.49,US,2021-10-30 23:57:00
